MovieID,title,release_year,runtime,Genre:IMAX,Genre:Musical,Genre:Thriller,Genre:Comedy,Genre:Western,Genre:Drama,Genre:Adventure,Genre:Mystery,Genre:Fantasy,Genre:Action,Genre:Crime,Genre:Animation,Genre:Horror,Genre:Documentary,Genre:Sci-Fi,Genre:Romance,Genre:War,Genre:(no genres listed),Genre:Children,Genre:Film-Noir
57,Home for the Holidays,1995.0,103.0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
114,Margaret's Museum,1995.0,114.0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
130,Angela,1996.0,99.0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
211,The Browning Version,1994.0,97.0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
219,The Cure,1995.0,97.0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
233,Exotica,1994.0,104.0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
254,Jefferson in Paris,1995.0,139.0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
261,Little Women,1994.0,119.0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
264,Torment,1994.0,102.0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
271,Losing Isaiah,1995.0,106.0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
277,Miracle on 34th Street,1994.0,114.0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
282,Nell,1994.0,112.0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
306,Three Colors: Red,1994.0,100.0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
331,Tom & Viv,1994.0,115.0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
337,What's Eating Gilbert Grape,1993.0,118.0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
369,Mrs. Parker and the Vicious Circle,1994.0,125.0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
385,A Man of No Importance,1994.0,99.0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
448,Fearless,1993.0,122.0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
452,Widows' Peak,1994.0,101.0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
491,The Man Without a Face,1993.0,115.0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
510,Poetic Justice,1993.0,109.0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
523,Ruby in Paradise,1993.0,114.0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
525,The Saint of Fort Washington,1993.0,99.0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
526,Savage Nights,1992.0,126.0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
535,Short Cuts,1993.0,187.0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
536,A Simple Twist of Fate,1994.0,106.0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
560,"The Beans of Egypt, Maine",1994.0,99.0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
621,My Favorite Season,1993.0,127.0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
650,Moll Flanders,1996.0,123.0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
684,Windows,1980.0,96.0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
685,It's My Party,1996.0,110.0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
702,Faces,1968.0,130.0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
796,A Very Natural Thing,1974.0,86.0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
848,The Spitfire Grill,1996.0,117.0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
865,Small Faces,1996.0,108.0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
926,All About Eve,1950.0,139.0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1041,Secrets & Lies,1996.0,142.0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1051,Trees Lounge,1996.0,95.0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1056,Jude,1996.0,123.0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1063,Johns,1996.0,96.0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1103,Rebel Without a Cause,1955.0,111.0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1117,The Eighth Day,1996.0,118.0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1119,Drunks,1997.0,90.0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1121,Glory Daze,1995.0,100.0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1124,On Golden Pond,1981.0,109.0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1185,My Left Foot: The Story of Christy Brown,1989.0,103.0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1186,"sex, lies, and videotape",1989.0,101.0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1207,To Kill a Mockingbird,1962.0,129.0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1312,Female Perversions,1997.0,119.0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1413,The Whole Wide World,1996.0,106.0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1417,The Portrait of a Lady,1996.0,144.0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1437,The Cement Garden,1993.0,105.0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1509,All Over Me,1997.0,93.0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1522,Ripe,1996.0,92.0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1531,Losing Chase,1996.0,98.0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1545,Ponette,1996.0,97.0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1548,The War at Home,1996.0,119.0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1557,Squeeze,1997.0,95.0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1567,The Last Time I Committed Suicide,1997.0,94.0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1621,Soul Food,1997.0,114.0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1628,The Locusts,1997.0,124.0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1635,The Ice Storm,1997.0,112.0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
